season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
2016,ATL,DL,DE,93.0,ACT,Dwight Freeney,Dwight,Freeney,1980-02-19,73.0,268.0,Syracuse,00-0021146,,,,,,,,,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tk45swjxoh8bbjs50s7a",EDGE,21,SB,A01,Dwight,FRE417537,27141,32004652-4541-7537-cb66-395afa029790,2002.0,2002.0,IND,11.0,36.0
2016,CLE,QB,QB,13.0,ACT,Josh McCown,Josh,McCown,1979-07-04,76.0,218.0,Sam Houston State,00-0021206,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,McCoJo01,5282,208,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",,17,REG,,Josh,MCC600777,27213,32004d43-4360-0777-1931-84279757cab3,2002.0,2002.0,ARI,,37.0
2016,ARI,QB,QB,3.0,ACT,Carson Palmer,Carson,Palmer,1979-12-27,77.0,235.0,USC,00-0021429,4459,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,3014,1317,PalmCa00,2428,91,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/belgna3tokxga0gjjmwk",QB,17,REG,,Carson,PAL249055,28037,32005041-4c24-9055-fd96-2b522c21ff59,2003.0,2003.0,CIN,,36.0
2016,PHI,LS,LS,46.0,RES,Jon Dorenbos,Jon,Dorenbos,1980-07-21,72.0,250.0,Texas-El Paso,00-0021451,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo8e3fyhbtokqadi2fqa",,17,REG,,Jon,DOR119794,28323,3200444f-5211-9794-d2f1-ec444e0fdc82,2003.0,2003.0,,,36.0
2016,SD,TE,TE,85.0,ACT,Antonio Gates,Antonio,Gates,1980-06-18,76.0,255.0,Kent State,00-0021547,5362,82da09c2-e542-4f7d-87d9-24dfd8e014de,6663,3172,1609,,7884,322,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",SLOT_WR,17,REG,A01,Antonio,GAT194627,28495,32004741-5419-4627-d7b9-c6962c8e21f2,2003.0,2003.0,,,36.0
2016,DAL,QB,QB,9.0,ACT,Tony Romo,Tony,Romo,1980-04-21,74.0,230.0,Eastern Illinois,00-0021678,5209,c32d8200-2b85-4638-8db3-9a52fb86b207,6624,3153,1693,,3867,142,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rdgaxf7djip2ovlkeqjk",,19,DIV,A01,Tony,ROM787981,28649,3200524f-4d78-7981-8043-36832134b23a,2003.0,2003.0,,,36.0
2016,WAS,DL,DT,73.0,ACT,Cullen Jenkins,Cullen,Jenkins,1981-01-20,74.0,305.0,Central Michigan,00-0021706,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uxv4hzgjxpsofzakcwqx",INTERIOR_LINE,17,REG,A01,Cullen,JEN173573,28678,32004a45-4e17-3573-b05a-b521f37e4e86,2003.0,2003.0,,,35.0
2016,NYG,K,K,3.0,CUT,Josh Brown,Josh,Brown,1979-04-29,72.0,202.0,,00-0021940,,,,,,,,,,,,18,WC,,Josh,BRO502703,,32004252-4f50-2703-ee4e-13cc1a39a203,,,,,37.0
2016,ARI,DL,DE,90.0,ACT,Cory Redding,Cory,Redding,,76.0,318.0,Texas,00-0021998,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jraoxnfjje0x5wsaf05b",,2,REG,A01,Cory,RED327892,28102,32005245-4432-7892-c867-e12f202799c9,2003.0,2003.0,DET,66.0,
2016,TEN,WR,WR,81.0,ACT,Andre Johnson,Andre,Johnson,1981-07-11,75.0,229.0,,00-0022044,4461,848b34eb-1ca8-435c-a805-957aa71d4883,6339,3028,1319,JohnAn02,2429,92,13.0,,WR,8,REG,A01,Andre,JOH056462,28039,32004a4f-4805-6462-c917-26ab3c7c4ad5,2003.0,2003.0,HOU,3.0,35.0
2016,MIN,DB,CB,23.0,ACT,Terence Newman,Terence,Newman,1978-09-04,70.0,197.0,Kansas State,00-0022045,4463,4a69f085-8bef-4b3c-a66e-cab65b3fcb7a,6341,3008,1321,NewmTe20,5916,235,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aphgunfzg6ptehfuk8j1",CB,17,REG,A01,Terence,NEW475575,28041,32004e45-5747-5575-3d7d-f330b871461f,2003.0,2003.0,DAL,5.0,37.0
2016,IND,LB,OLB,98.0,ACT,Robert Mathis,Robert,Mathis,1981-02-26,74.0,245.0,Alabama A&M,00-0022059,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xq9taxuky7odmqoox5oz",EDGE,17,REG,A01,Robert,MAT227229,28174,32004d41-5422-7229-45ad-900f4023f469,2003.0,2003.0,IND,138.0,35.0
2016,NO,DL,DT,93.0,ACT,Kevin Williams,Kevin,Williams,,77.0,311.0,Oklahoma State,00-0022073,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo7onl8bfrzdg47qjwj0",,2,REG,A01,Kevin,WIL407346,28045,32005749-4c40-7346-e110-0af090d2c784,2003.0,2003.0,MIN,9.0,
2016,DET,WR,WR,80.0,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,73.0,220.0,Florida State,00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,BoldAn00,11712,655,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajabgwxbliupgkwjbnut",SLOT_WR,18,WC,,Anquan,BOL283010,28091,3200424f-4c28-3010-ceb9-7a5e123e35c7,2003.0,2003.0,ARI,,35.0
2016,NYJ,LB,OLB,97.0,ACT,Calvin Pace,Calvin,Pace,,76.0,265.0,Wake Forest,00-0022120,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvnfloe2zlayioxkmtsn",,2,REG,A01,Calvin,PAC125680,28054,32005041-4312-5680-8f3b-353d68176255,2003.0,2003.0,ARI,18.0,
2016,CAR,DB,CB,31.0,ACT,Charles Tillman,Charles,Tillman,,74.0,210.0,Louisiana-Lafayette,00-0022123,,,,,,,,,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y277iz2hgqaqdlonri2f",,2,REG,A01,Charles,TIL389442,28071,32005449-4c38-9442-1b3c-6b5192a85864,2003.0,2003.0,CHI,35.0,
2016,DAL,TE,TE,82.0,ACT,Jason Witten,Christopher,Witten,1982-05-06,78.0,263.0,Tennessee,00-0022127,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,WittJa00,722,23,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgdcd0b8qhxmcssehvs1",TE,19,DIV,A01,Jason,WIT559021,28103,32005749-5455-9021-9f23-668d83c1b782,2003.0,2003.0,DAL,69.0,34.0
2016,BAL,LB,OLB,55.0,ACT,Terrell Suggs,Terrell,Suggs,1982-10-11,75.0,265.0,Arizona State,00-0022161,4468,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,6346,3001,1326,SuggTe99,7383,296,13.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s8bqh2tllr3pyz03fvrx",EDGE,17,REG,,Terrell,SUG467201,28046,32005355-4746-7201-659e-cd4b7a972eea,2003.0,2003.0,BAL,,33.0
2016,IND,DB,SS,29.0,ACT,Mike Adams,Mike,Adams,1981-03-24,71.0,205.0,Delaware,00-0022247,5893,0f0ff562-af1c-4be8-8011-1f71e8441e00,7121,4677,1972,,2104,74,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkfpqqbpyo1y29eeoqhb",SAFETY,17,REG,A01,Mike,ADA515576,29236,32004144-4151-5576-8fc8-c0de1821f384,2004.0,2004.0,,,35.0
2016,SD,WR,WR,80.0,ACT,Malcom Floyd,Malcom,Floyd,,77.0,225.0,Wyoming,00-0022414,6016,7429eaaa-0124-4ba6-820b-60239387d5b1,7149,5080,2044,,7711,316,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/or8gm79eaonksxe8gl0t",,1,REG,A01,Malcom,FLO762180,29421,3200464c-4f76-2180-7e09-6ca732e309e1,2004.0,2004.0,,,
2016,LA,WR,WR,19.0,ACT,Wes Welker,Wesley,Welker,,69.0,185.0,Texas Tech,00-0022427,5941,de587dab-dcc9-4e33-8ddf-90f581fae2ec,7027,4248,2204,,4631,177,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rgjwexzif36vncjfdwap",,2,REG,A01,Wes,WEL219433,29435,32005745-4c21-9433-9a1f-f25a57eeea81,2004.0,2004.0,,,
2016,DET,LS,LS,48.0,ACT,Don Muhlbach,Don,Muhlbach,1981-08-17,76.0,258.0,Texas A&amp;M,00-0022455,8362,046a6f57-6927-4f46-9c0b-67b762f2e42b,7120,6405,2130,,6300,252,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/semmxvhrwg2dzslwnuxu",,18,WC,,Don,MUH609435,29468,32004d55-4860-9435-338f-60be6acf91b3,2004.0,2004.0,,,35.0
2016,PHI,OL,T,71.0,ACT,Jason Peters,Jason,Peters,1982-01-22,76.0,328.0,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ex9upiysulscpk0gicxq",T,17,REG,A01,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004.0,2004.0,,,34.0
2016,PHI,P,P,8.0,ACT,Donnie Jones,Donnie,Jones,1980-07-05,74.0,221.0,LSU,00-0022684,5749,ce74af98-fcfc-446d-83fe-e875d2e8dbd9,6983,4066,1939,JoneDo21,14710,1271,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qds7simibz6lt6ckf5yo",,17,REG,A01,Donnie,JON237997,29177,32004a4f-4e23-7997-ce6c-4720adecde68,2004.0,2004.0,SEA,224.0,36.0
2016,ARI,DL,OLB,56.0,CUT,Jason Babin,Jason,Babin,,75.0,267.0,Western Michigan,00-0022695,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rftscyovutjw3klj3wsm",,2,REG,I01,Jason,BAB714004,28979,32004241-4271-4004-dc69-f29392b9a56f,2004.0,2004.0,HOU,27.0,
2016,HOU,DL,NT,75.0,ACT,Vince Wilfork,Vince,Wilfork,1981-11-04,74.0,325.0,Miami (Fla.),00-0022712,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwfinxqkn4fowfrreak1",INTERIOR_LINE,19,DIV,,Vince,WIL059369,28973,32005749-4c05-9369-2970-4d82f2091688,,,,,34.0
2016,CAR,DL,DT,92.0,ACT,Dwan Edwards,Dwan,Edwards,,75.0,305.0,Oregon State,00-0022750,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vtar8sgktvvrutgkcntt",,2,REG,A01,Dwan,EDW667014,29004,32004544-5766-7014-2685-b03daf1663b7,2004.0,2004.0,BAL,51.0,
2016,ATL,QB,QB,8.0,ACT,Matt Schaub,Matt,Schaub,1981-06-25,78.0,245.0,Virginia,00-0022787,5615,1f09583f-dcc1-43e8-a7fc-f063d2c96508,6849,3793,1811,SchaMa00,4633,178,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y0rn0hwjbisuvol6j4r0",,21,SB,A01,Matt,SCH085186,29043,32005343-4808-5186-46c6-b9a31e4f91f7,2004.0,2004.0,ATL,90.0,35.0
2016,HOU,DL,DE,94.0,ACT,Antonio Smith,Antonio,Smith,1981-10-21,75.0,290.0,Oklahoma State,00-0022793,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vn71m9jwu5uxmfllobfb",INTERIOR_LINE,19,DIV,,Antonio,SMI040937,29088,3200534d-4904-0937-8fb6-d72eb1dbc04e,,,,,34.0
2016,NYG,QB,QB,10.0,ACT,Eli Manning,Eli,Manning,1981-01-03,76.0,218.0,Mississippi,00-0022803,5526,6cb6226e-f08c-4192-95f1-69709ed686c6,6760,3763,1722,MannEl00,4932,188,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w51tf8uedjftbr4qpaex",QB,18,WC,,Eli,MAN473170,28953,32004d41-4e47-3170-d4e5-66f2cfc951d8,2004.0,2004.0,SD,,35.0
2016,CLE,DL,DE,94.0,ACT,Randy Starks,Randy,Starks,,76.0,305.0,Maryland,00-0022805,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mekra7yuqg2uwoqj0vpx",,1,REG,A01,Randy,STA608829,29024,32005354-4160-8829-25fe-e1644ff6685b,2004.0,2004.0,TEN,71.0,
2016,CAR,WR,WR,82.0,ACT,Jerricho Cotchery,Jerricho,Cotchery,,73.0,205.0,North Carolina State,00-0022811,5633,dc2b3e27-0bc1-4ea7-b80e-f9ef81cab2c9,6867,3850,1829,CotcJe00,4104,155,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkq2dmfj7mbgbuejiloy",,2,REG,A01,Jerricho,COT027891,29061,3200434f-5402-7891-b2b3-c7a8795a31db,2004.0,2004.0,NYJ,108.0,
2016,CAR,P,P,8.0,RES,Andy Lee,Andy,Lee,1982-08-11,73.0,185.0,Pittsburgh,00-0022824,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qabkfqsdpyinyb19gqwn",,17,REG,,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004.0,2004.0,SF,188.0,34.0
2016,TB,LB,OLB,51.0,ACT,Daryl Smith,Daryl,Smith,1982-03-14,74.0,250.0,Georgia Tech,00-0022839,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qrl69rdv49j9txol2ncu",EDGE,17,REG,A01,Daryl,SMI164720,28992,3200534d-4916-4720-928d-a54b9692128f,2004.0,2004.0,JAX,39.0,34.0
2016,NO,QB,QB,7.0,ACT,Luke McCown,Luke,McCown,1981-07-12,76.0,217.0,Louisiana Tech,00-0022864,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pj2lbdhplppzlywlzsbr",,17,REG,,Luke,MCC600925,29059,32004d43-4360-0925-b4e4-a27cb19160d3,2004.0,2004.0,CLE,,35.0
2016,NO,K,K,8.0,CUT,Josh Scobee,Josh,Scobee,,73.0,210.0,Louisiana Tech,00-0022874,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",,2,REG,A01,Josh,SCO003459,29090,32005343-4f00-3459-f489-ac3c5a86e311,2004.0,2004.0,JAC,137.0,
2016,PIT,DB,FS,20.0,ACT,Will Allen,Will,Allen,,73.0,200.0,Ohio State,00-0022900,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhh8zeu0ctc5acmtm00i",,2,REG,A01,Will,ALL653088,29064,3200414c-4c65-3088-f15c-22de483edea9,2004.0,2004.0,TB,111.0,
2016,ARI,WR,WR,11.0,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75.0,218.0,Pittsburgh,00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qljpf6rufzvn9zplcrgb",SLOT_WR,17,REG,,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004.0,2004.0,ARI,,33.0
2016,WAS,DB,FS,23.0,RES,DeAngelo Hall,DeAngelo,Hall,1983-11-19,70.0,202.0,Virginia Tech,00-0022923,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqzm0jpubsxcgkiqtaql",,17,REG,,DeAngelo,HAL268837,28960,32004841-4c26-8837-ff33-e63b6b11e040,2004.0,2004.0,ATL,8.0,32.0
2016,PIT,QB,QB,7.0,ACT,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77.0,240.0,"Miami, O.",00-0022924,5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myft4pwoxwrxbeh1exyy",QB,20,CON,,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004.0,2004.0,PIT,,34.0
2016,CIN,LB,OLB,56.0,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,75.0,251.0,Auburn,00-0022927,,,,,,,,,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lumuwuwq9kdemsw5uefz",MLB,17,REG,A01,Karlos,DAN762622,28986,32004441-4e76-2622-2547-ac966d3ef042,2004.0,2004.0,ARI,33.0,34.0
2016,SD,QB,QB,17.0,ACT,Philip Rivers,Philip,Rivers,1981-12-08,77.0,228.0,North Carolina State,00-0022942,5529,e47706c7-e14d-41fb-b13b-83a835a1f3bc,6763,3766,1725,RivePh00,8244,331,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adapxtphf15elrdudiix",QB,17,REG,A01,Philip,RIV651634,28956,32005249-5665-1634-a192-77c9c8e6262e,2004.0,2004.0,NYG,4.0,34.0
2016,BAL,TE,TE,82.0,RES,Benjamin Watson,Benjamin,Watson,1980-12-18,75.0,251.0,Georgia,00-0022943,5557,d81844de-54c3-42ee-9850-072dc4131b6f,6791,3872,1753,WatsBe00,11756,663,12.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dorymozpdnrllkqlfzpu",,17,REG,,Benjamin,WAT311042,28985,32005741-5431-1042-6fe6-3cd4a15a0a0c,2004.0,2004.0,NE,32.0,35.0
2016,NO,RB,FB,29.0,ACT,John Kuhn,John,Kuhn,1982-09-09,72.0,250.0,Shippensburg,00-0022999,9530,a7152c92-426c-4c6b-9629-da63f5c60ff8,7695,5160,2686,,1589,53,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nbcwgq2o0ymmx4czvr4b",WR,17,REG,,John,KUH609436,30118,32004b55-4860-9436-1cb9-98e2b25b9116,2005.0,2005.0,,,33.0
2016,PIT,LS,LS,60.0,ACT,Greg Warren,Greg,Warren,1981-10-18,75.0,252.0,North Carolina,00-0023003,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpqbsxu0dz4ny5eimznf",,20,CON,,Greg,WAR647513,30123,32005741-5264-7513-6197-d6333be9a655,,,,,34.0
2016,SEA,DB,DB,39.0,CUT,Brandon Browner,Brandon,Browner,,76.0,220.0,,00-0023013,,,,,,,,,,,,19,DIV,,Brandon,BRO784737,,32004252-4f78-4737-c0c8-d831113d4cac,,,,,
2016,HOU,K,K,8.0,ACT,Nick Novak,Nick,Novak,1981-08-21,72.0,200.0,Maryland,00-0023096,9329,47cfc2a1-2b81-430e-8b30-ff5129e5c601,7505,4661,,,4354,168,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdjujo9q9eniokxlygke",,19,DIV,,Nick,NOV427288,30231,32004e4f-5642-7288-1aa0-d4f22ffe36e5,2005.0,2005.0,,,35.0
2016,MIA,LS,LS,92.0,ACT,John Denney,John,Denney,1978-12-13,77.0,242.0,Brigham Young,00-0023173,,,,,,,,,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r592pzrlchblgsanedxc",,18,WC,,John,DEN261515,30311,32004445-4e26-1515-9185-dd389270fe92,2005.0,2005.0,,,37.0
2016,OAK,LS,LS,59.0,ACT,Jon Condo,Jon,Condo,1981-08-26,75.0,240.0,Maryland,00-0023177,9276,9c6d7765-03dd-4266-aeaa-926e5a85235f,7455,7122,2539,,5083,199,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyy47jv0byo9lhyngja9",,18,WC,,Jon,CON072674,30315,3200434f-4e07-2674-2d6d-fb6effb80e24,2005.0,2005.0,,,35.0
2016,NYG,K,K,5.0,ACT,Robbie Gould,Robbie,Gould,1982-12-06,72.0,190.0,Penn State,00-0023252,9354,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,7520,4686,2607,,1410,49,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/or27xrrhjh7yiqebs3by",,18,WC,,Robbie,GOU258729,30403,3200474f-5525-8729-db48-d9e3a46235a3,2005.0,2005.0,,,33.0
2016,BUF,LB,OLB,57.0,ACT,Lorenzo Alexander,Lorenzo,Alexander,1983-05-31,73.0,245.0,California,00-0023259,9424,38a7122f-5c9d-4b65-99bc-b9822f9d981a,7569,7166,2476,,11940,678,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rr7kcy09b67a7q6ma6lx",EDGE,17,REG,,Lorenzo,ALE509608,30412,3200414c-4550-9608-2118-3bbb6cc8aec6,2005.0,2005.0,,,33.0
